שם,תיאור,סוג,שעות פתיחה,כתובת,אתר אינטרנט,טלפון,משלוחים,כשרות,נגישות לנכים,קטגוריה,עיר,אזור,חדש,latitude,longitude
תותי קפה ,חנות קפה ומוצריו,"בית קפה,חלבי,צמחוני-טבעוני","א-ה: חנות אינטרנטית - משלוחים לכל הארץ
שישי: 
שבת: ",חנות אינטרנטית - משלוחים לכל הארץ,tuticafe.co.il,054-5578912,משלוחים,כשר,N,קפסולות ואביזרי קפה,הוד השרון,שרון,N,32.150546,34.887051
פרנצ'וק ,בית קפה מסעדה חלבית ,"איטלקי,בית קפה,חלבי,מתוקים-קינוחים","א-ה: 06:30-20:30
שישי: 06:00-15:00
שבת: ",שיאון 1,,077-2056789,ישיבה במסעדה,,N,בית קפה,קצרין,צפון,N,32.994318,35.690836
NIGHT COOKIE,עוגיות איכותיות חמות וטריות במגוון טעמים מפתיעים,מתוקים-קינוחים,"א-ה: 16:00-00:00
שישי: 16:00-00:00
שבת: 16:00-00:00",ויצמן 25,,,ישיבה במסעדה,,N,גלידריה מתוקים וקינוחים,נס ציונה,מרכז,N,31.927135,34.797938
גלידה GOLDA,רשת גלידריות וקינוחים ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",מתחם My baby ירכא,www.goldaglida.co.il,04-9922933,"ישיבה במסעדה,משלוחים",,N,גלידריה מתוקים וקינוחים,ירכא,צפון,N,32.946817,35.172455
מהשוק באהבה ,סל מוצרי בוטיק משוק מחנה-יהודה,"מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 
שישי: 
שבת: ",שוק מחנה יהודה,www.loveshuk.com,054-4610368,משלוחים,כשר למהדרין,Y,מארזים במשלוח,ירושלים,ירושלים,N,31.785538,35.212222
באלי בורגר,מסעדה אמריקאית המבורגרים ועוף בגריל,בשרים,"א-ה: 11:00-23:00
שישי: 10:00-14:30
שבת: 19:30-00:00",אופנהיימר 10 פארק המדע,,9338*,ישיבה במסעדה,כשר,N,מסעדה,רחובות,מרכז,N,31.910704,34.807541
גו נודלס ,"מסעדה אסייתית, מוקפצים, נודלס","סושי-אסייאתי,צמחוני-טבעוני","א-ה: 11:00-18:00
שישי: 
שבת: ",הירקון 5,gonoodles.co.il,03-9473373,ישיבה במסעדה,כשר,Y,מסעדה,בני ברק,מרכז,N,32.095505,34.822931
גו נודלס ,"מסעדה אסייתית, מוקפצים, נודלס","סושי-אסייאתי,צמחוני-טבעוני","א-ה: 11:30-23:00
שישי: 
שבת: ",שדרות יהודית 20,gonoodles.co.il,03-9473373,ישיבה במסעדה,כשר,N,מסעדה,תל אביב - יפו,מרכז,N,32.069971,34.790440
גו נודלס ,"מסעדה אסייתית, מוקפצים, נודלס","סושי-אסייאתי,צמחוני-טבעוני","א-ה: 09:30-22:00
שישי: 09:30-15:30
שבת: שעה מצאת השבת - 23:00",קניון עזריאלי,gonoodles.co.il,03-9173007,ישיבה במסעדה,כשר,N,מסעדה,תל אביב - יפו,מרכז,N,32.074619,34.791195
ריסטרט  ,"מעדניה, אוכל, חברים ","איטלקי,בית קפה,דגים,חלבי,טאפסים,ים תיכוני","א-ה: א'-ד' 08:00-16:00, ה' 08:00-22:00
שישי: 
שבת: ","שדרות האקליפטוס, מושב בוסתן הגליל",,054-8038452,ישיבה במסעדה,כשר,Y,מסעדת שף,בוסתן הגליל,צפון,N,32.947690,35.082612
זוטא,מעדנייה מהגליל,"מתוקים-קינוחים,צמחוני-טבעוני,ללא גלוטן","א-ה: חנות אינטרנטית
שישי: 
שבת: ",קיבוץ ראש הנקרה,zutadelli.com,054-5877500,משלוחים,כשר,N,תזונה בריאה,ראש פינה,צפון,N,33.086042,35.113529
conmigo,אירועים פרטים ברמה אחרת וארוחות שף,בשרים,"א-ה: בתיאום  מראש
שישי: 
שבת: ",שדרות הרכס 13,conmigo-events.co.il,052-8081522,ישיבה במסעדה,כשר,N,מסעדת שף,מודיעין-מכבים-רעות,מרכז,N,31.923056,34.990390
קפה טוב,בית קפה חברתי,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 07:00-19:00
שישי: 07:00-13:00
שבת: ",בת חן 7,,052-5573578,ישיבה במסעדה,כשר,N,בית קפה,חיפה,צפון,N,32.784342,35.008686
קפה טוב ,בית קפה חברתי ,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 07:00-19:00
שישי: 07:00-13:00
שבת: ",הנשיא 45,,050-9889977,ישיבה במסעדה,כשר,N,בית קפה,חדרה,צפון,N,32.439677,34.921511
גלידה GOLDA,רשת גלידריות וקינוחים ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",הנשיאים 2,www.goldaglida.co.il,09-788-8934,"ישיבה במסעדה,משלוחים",,Y,גלידריה מתוקים וקינוחים,הוד השרון,שרון,N,32.163238,34.910066
גלידה GOLDA,רשת גלידריות וקינוחים ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",הרצל 35,www.goldaglida.co.il,08-6180560,"ישיבה במסעדה,משלוחים","כשר בד""צ בית יוסף",Y,גלידריה מתוקים וקינוחים,רחובות,מרכז,N,31.885041,34.815023
גלידה GOLDA,רשת גלידריות וקינוחים ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",ויצמן 12,www.goldaglida.co.il,08-9955289,"ישיבה במסעדה,משלוחים",,N,גלידריה מתוקים וקינוחים,נס ציונה,מרכז,N,31.926947,34.798218
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,בית קפה,דגים,חלבי","א-ה: 08:00-22:00
שישי: 08:00-13:00
שבת: שעה לאחר צאת השבת - 23:00",ביאליק 76,,03-6577779,ישיבה במסעדה,כשר למהדרין,Y,בית קפה,רמת גן,מרכז,N,32.085512,34.811325
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,בית קפה,דגים,חלבי","א-ה: 09:00-22:00
שישי: 08:00-שעתיים לפני כניסת שבת
שבת: חצי שעה לאחר צאת השבת - 22:30",קניון רננים,,09-7446000,ישיבה במסעדה,כשר למהדרין,N,מסעדה,רעננה,שרון,N,32.197663,34.877910
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,בית קפה,דגים,חלבי","א-ה: 08:00-לקוח אחרון
שישי: 08:00- שעה לפני כניסת שבת
שבת: 40 דק' לאחר צאת השבת - לקוח אחרון",קניון G,,09-9545365,ישיבה במסעדה,כשר למהדרין,N,מסעדה,כפר סבא,שרון,N,32.171663,34.928186
קפה גרג,בית קפה מסעדה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 09:00-21:00
שישי: 09:00-14:30
שבת: ",שד' רוטשילד 40,gregcafe.co.il/,04-6720044,ישיבה במסעדה,,N,בית קפה,חדרה,צפון,N,32.437643,34.922155
גרג קיטשן ,בית קפה מסעדה תפריט שף ,"איטלקי,בית קפה,חלבי,ים תיכוני","א-ה: 08:30-22:30
שישי: 08:30 - שעה לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 23:00",דרך עכו 192,gregcafe.co.il/,04-8405575,ישיבה במסעדה,"כשר בד""צ בית יוסף",N,מסעדה,קריית ביאליק,צפון,N,32.845197,35.092000
יקב אלבר,יקב בוטיק משפחתי ,בר-פאב,"א-ה: ב'-ה' 09:00-17:00
שישי: 09:00-16:00
שבת: 09:00-17:00",שדות ראש פינה,www.alberwinery.com,052-5104449,ישיבה במסעדה,,N,יקבים ומבשלות בירה,ראש פינה,צפון,N,33.009343,35.580008
שוקבוק,חנות פירות וירקות אונליין ,"מתוקים-קינוחים,צמחוני-טבעוני","א-ה: חנות אינטרנטית
שישי: 
שבת: ",אתר אונליין,www.shookbook.co.il,1-700-555-704,משלוחים,כשר,N,משק חקלאי,שוהם,מרכז,N,32.012659,34.962506
Razberry ,מוצרים לאפיה וחומרי גלם ,"מתוקים-קינוחים,צמחוני-טבעוני,ללא גלוטן","א-ה: 08:30-16:00
שישי: 
שבת: ",העמל 1 פארק אפק,www.razberry.co.il,,משלוחים,,N,תזונה בריאה,ראש העין,מרכז,N,32.109154,34.964691
מרכז הבשר שלומי ,"קצביה, בשר, עופות, דגים ועוד","בשרים,דגים,חלבי,ים תיכוני","א-ה: 07:00-19:00
שישי: 07:00-15:00
שבת: ",הכרם 1,,050-6210811,ישיבה במסעדה,כשר,Y,מעדניה,אשקלון,דרום,N,31.667667,34.585049
קפה דלאל,בית קפה - השילוב המנצח של בארנץ ודלאל הקונדיטוריה.,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 07:30-17:00
שישי: 07:30-16:00
שבת: 07:30-16:00",ז'בוטינסקי 108,dallal.co.il/,03-6960011,ישיבה במסעדה,,N,בית קפה,תל אביב - יפו,מרכז,N,32.087238,34.786322
JAPAN JAPAN,מסעדה אסייתית ,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 11:00-23:00
שישי: 11:00-15:00
שבת: שעה לאחר צאת השבת - 23:00",הבנאי 6 - קניון מגה אור,,3304*,"ישיבה במסעדה,איסוף עצמי,משלוחים","כשר בד""צ בית יוסף",Y,מסעדה,אריאל,שרון,N,32.100617,35.169732
סביח השרון ,סביח פלאפל ,"ים תיכוני,מזרחי,צמחוני-טבעוני","א-ה: 10:00-20:30
שישי: 10:00-14:30
שבת: ",סוקולוב 72,,09-7405001,ישיבה במסעדה,,N,מסעדה,רמת השרון,שרון,N,32.146273,34.838996
גלידה GOLDA,רשת גלידריות וקינוחים ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",קניון עזריאלי עכו,www.goldaglida.co.il,04-8848840,"ישיבה במסעדה,משלוחים",כשר למהדרין,N,גלידריה מתוקים וקינוחים,עכו,צפון,N,32.923026,35.080988
גלידה GOLDA,רשת גלידריות וקינוחים ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",אבא הלל 301,www.goldaglida.co.il,,"ישיבה במסעדה,משלוחים",,N,גלידריה מתוקים וקינוחים,רמת גן,מרכז,N,32.100270,34.826186
גלידה GOLDA,רשת גלידריות וקינוחים ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",שד' ירושלים 3,www.goldaglida.co.il,035367330,"ישיבה במסעדה,משלוחים",,N,גלידריה מתוקים וקינוחים,רמת גן,מרכז,N,32.074812,34.819333
גלידה GOLDA,רשת גלידריות וקינוחים ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",חיים פקריס 3,www.goldaglida.co.il,08-6875060,"ישיבה במסעדה,משלוחים",,N,גלידריה מתוקים וקינוחים,רחובות,מרכז,N,31.912038,34.804530
קפה גרג,בית קפה,"בית קפה,חלבי","א-ה: 8:30-9:30
שישי: 8:30-13:30
שבת: ",המלאכה 2 קניון רננים,,0528787310,ישיבה במסעדה,מהדרין,Y,בית קפה,רעננה,שרון,N,32.197480,34.878090
Muza cocktails,מארזי הקוקטיילים במשלוח ,בר-פאב,"א-ה: חנות אינטרנטית
שישי: 
שבת: ",הטבק 13 - חנות אינטרנטית,muzacocktails.co.il,03-6390301 | 052-9928877,משלוחים,,N,"יקבים ומבשלות בירה,מארזים במשלוח",רמת השרון,מרכז,N,32.149368,34.841858
פיצה פורטו,מסעדה איטלקית ,"איטלקי,בשרים,דגים,חלבי","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",רח' הגולן  2 איירפורט סיטי,,03-8000888,ישיבה במסעדה,,N,מסעדה,קריית שדה התעופה,מרכז,N,31.987954,34.914175
פיצה פורטו,מסעדה איטלקית ,"איטלקי,בשרים,דגים,מתוקים-קינוחים","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",סוקולוב 93,,03-8000888,ישיבה במסעדה,,Y,מסעדה,רמת השרון,שרון,N,32.148882,34.839701
פיצה פורטו,מסעדה איטלקית ,"איטלקי,בשרים,דגים,חלבי","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",סירקין 11,,03-8000888,ישיבה במסעדה,,Y,מסעדה,גבעתיים,מרכז,N,32.077518,34.814342
פיצה פורטו,מסעדה איטלקית ,"איטלקי,בשרים,דגים,חלבי","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",קניון דרורים,,03-8000888,ישיבה במסעדה,,N,מסעדה,בני דרור,שרון,N,32.260144,34.893613
פיצה פורטו,מסעדה איטלקית ,"איטלקי,בשרים,דגים,חלבי","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",התכלת 20,,03-8000888,ישיבה במסעדה,,N,מסעדה,הוד השרון,שרון,N,32.150679,34.885199
בייקר BAKER,בית קפה מסעדה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 07:30-22:00
שישי: 07:30-22:00
שבת: 07:30-22:00",אילת 1,,03-7321463,ישיבה במסעדה,,N,בית קפה,גבעתיים,מרכז,N,32.070206,34.806758
בייקר BAKER,בית קפה מסעדה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 07:30-22:00
שישי: 07:30-22:00
שבת: 07:30-22:00",התכלת 20,,03-731463,ישיבה במסעדה,,N,בית קפה,הוד השרון,שרון,N,32.150679,34.885210
בייקר BAKER,בית קפה מסעדה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 07:30-22:00
שישי: 07:30-22:00
שבת: 07:30-22:00",יצחק אלחנן 5,,03-7321463,ישיבה במסעדה,,N,מסעדה,רמת השרון,שרון,N,32.148444,34.830665
קפה גרג,בית קפה מסעדה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-22:00
שישי: 08:00-136:30
שבת: ",קניון G הקישון 9,gregcafe.co.il/,08-9240244,ישיבה במסעדה,כשר,N,מסעדה,יבנה,מרכז,N,31.886052,34.733804
קפה גרג,בית קפה מסעדה ,"בית קפה,חלבי,ים תיכוני,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-00:00
שישי: 08:00-14:00
שבת: ",העצמאות 57,gregcafe.co.il/,04-8445522,ישיבה במסעדה,כשר למהדרין,N,בית קפה,קריית אתא,צפון,N,32.806262,35.103273
Black,רשת המבורגר כולל ארוחות עסקיות ,בשרים,"א-ה: 12:00-לקוח אחרון
שישי: 12:00-לקוח אחרון
שבת: 12:00-לקוח אחרון",אבא הלל 301 קניון איילון,blackbarburger.co.il,03-5522250,ישיבה במסעדה,,N,מסעדה,רמת גן,מרכז,N,32.100551,34.826104
Black,רשת המבורגר כולל ארוחות עסקיות ,בשרים,"א-ה: 11:30-22:00
שישי: 11:30-14:30
שבת: ",קניון עזריאלי,blackbarburger.co.il,03-6950060,ישיבה במסעדה,,N,מסעדה,תל אביב - יפו,מרכז,N,32.074086,34.792525
B-BAKERY,"בית קפה, מאפיה, קונדיטוריה ","בית קפה,מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 08:00-21:30
שישי: 08:00-15:00
שבת: 11:00-22:00",קניון עזריאלי חיפה,,,ישיבה במסעדה,,N,בית קפה,חיפה,צפון,N,32.789642,34.965180
קפה טוב,בית קפה חברתי ,"בית קפה,כריכים-סלטים,מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 07:00-19:00
שישי: 07:00-13:00
שבת: ",ידידה פרנקל 2,,050-7979164,ישיבה במסעדה,כשר,N,בית קפה,תל אביב - יפו,מרכז,N,32.056994,34.767379
גלידה GOLDA,רשת גלידריות וקינוחים ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",חוצות המפרץ,www.goldaglida.co.il,04-8418472,"ישיבה במסעדה,משלוחים",,N,גלידריה מתוקים וקינוחים,חיפה,צפון,N,32.808702,35.053565
קפה מנדרין,בית קפה מסעדה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:30-00:00
שישי: 08:00-00:00
שבת: 08:30-00:00",שד' מוריה 117,,04-8344112,ישיבה במסעדה,,N,בית קפה,חיפה,צפון,N,32.788390,34.986758
אצה,סושי בר אסייתי. מכובד בישיבה במסעדה בלבד,"סושי-אסייאתי,טאפסים,צמחוני-טבעוני","א-ה: 11:00-23:00
שישי: 11:00-15:00
שבת: רבע שעה מצאת שבת-23:00",שדרות הראל 8,atza.co.il,02-5791939,ישיבה במסעדה,כשר,N,מסעדה,מבשרת ציון,ירושלים,N,31.805871,35.152477
