שם,תיאור,סוג,שעות פתיחה,כתובת,אתר אינטרנט,טלפון,משלוחים,כשרות,נגישות לנכים,קטגוריה,עיר,אזור,חדש,latitude,longitude
דוניס דגים ויין ,מסעדת דגים חלבי,"איטלקי,דגים,חלבי","א-ה: 12:00-23:00
שישי: 
שבת: מצאת השבת - 00:00",הערבה 1 בניין עוז,donis.co.il,03-5708888,N,כשר,Y,מסעדה,גבעת שמואל,מרכז,N,32.083566,34.855370
קפה פנטסיה ,בית קפה ,"בית קפה,חלבי,מתוקים-קינוחים","א-ה: 10:00-00:00
שישי: 09:30-01:00
שבת: 10:00-00:00",המאה ועשרים 4,fantasia-rlz.co.il,03-9466644,N,,Y,בית קפה,ראשון לציון,מרכז,N,31.97962,34.746233000000004
פטריקס,בר מסעדה בשרים,"בר-פאב,בשרים,דגים","א-ה: 08:00-02:00
שישי: 08:00-02:00
שבת: 08:00-02:00",המאה ועשרים 4 (מתחם יס פלאנט),https://patricks-irishpub.com,0772316244,N,,Y,מסעדה,ראשון לציון,מרכז,N,31.97962,34.746027
מקס ברנר,חנות שוקולד,מתוקים-קינוחים,"א-ה: 9:30-21:30
שישי: 9:30-15:00
שבת: חצי שעה לאחר צאת שבת-22:30","קניון חוצות, מעלה כמון 5",www.max-brenner.co.il,1700708877,N,כן,Y,"גלידריה, מתוקים וקינוחים",כרמיאל,צפון,N,32.928320,35.324480
מקס ברנר,חנות שוקולד ,מתוקים-קינוחים,"א-ה: 20:00-10:00
שישי: 14:00-9:00
שבת: מצאת השבת ועד 23:00","עמק רפאים 40, שדרות ממילא",www.max-brenner.co.il,1700708877,N,כן,Y,"גלידריה, מתוקים וקינוחים",ירושלים,ירושלים,N,31.776720,35.225790
גורילה,בר קפה ומסעדה ,"בית קפה,חלבי,ים תיכוני,כריכים-סלטים","א-ה: 24/7
שישי: עד השעה 17:00
שבת: 17:00-לקוח אחרון",בן גוריון 81,gorillacafe.co.il,077-9969184,N,,N,בית קפה,בת ים,מרכז,N,32.019343,34.739242
וניליה,גלידרייה,מתוקים-קינוחים,"א-ה: 10:30-21:00
שישי: 10:00-15:30
שבת: 10:30-21:00","מבנה, פארק מסחרי גן שמואל",www.vaniglia.co.il,04-6968070,N,,Y,"גלידריה, מתוקים וקינוחים",גן שמואל,צפון,N,32.448870,34.951610
וניליה,גלידרייה,מתוקים-קינוחים,"א-ה: 10:30-21:30
שישי: 10:30-21:30
שבת: 10:30-21:30","אהרון בקר 8 ת""א",www.vaniglia.co.il,03-6035000,N,,Y,"גלידריה, מתוקים וקינוחים",תל אביב - יפו,מרכז,N,32.432500,34.924410
מיכליס,בית קפה מסעדה וקונדיטוריה עם סוגי עוגות ומאפים,"איטלקי,בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-22:00
שישי: 08:00-14:00
שבת: סגור",מרכז לב רעות,,,N,"בדץ חתם סופר פ""ת ומהדרין מודיעין",Y,בית קפה,מודיעין-מכבים-רעות,ירושלים,N,31.887323,35.617960
קדמה קפה,"רכישת קפה, מכונות וקפסולות",בית קפה,"א-ה: 
שישי: 
שבת: ",האורן 5,,072-2171111,N,,N,בית קפה,רמת ישי,צפון,N,32.705930,35.170040
קדמה קפה,בית קפה מסעדה,בית קפה,"א-ה: 
שישי: 
שבת: ",התעשייה 8,,072-2171111,N,,N,בית קפה,תל אביב - יפו,מרכז,N,32.067360,34.786020
אלטה,מסעדת שף ,דגים,"א-ה: 12:00-16:00
שישי: 12:00-16:00
שבת: 13:00-22:00","חוף שלדג, צומת מושבת כנרת",,04-8870040,N,,Y,מסעדה,כנרת (מושבה),צפון,N,32.721920,35.569500
ארטיקים TLV,"מארזי ארטיקים, גלישות ושלגונים",מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",חנות אינטרנטית,greeninvoice.shop/artikimtlv,054-5521004,Y,,N,מארזים במשלוח,תל אביב - יפו,מרכז,N,32.067650,34.763810
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,כריכים-סלטים,מתוקים-קינוחים","א-ה: 09:00-21:30
שישי: 08:30-14:30
שבת: חצי שעה מצאת שבת-22:30","ביג אילת, הסתת 20",,08-8602142,N,כשר,Y,בית קפה,אילת,אילת,N,29.565550,34.960050
בית הפנקייק המקורי,"פנקייקים, טוסטים, המבורגרים ועוד ","בית קפה,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-00:00
שישי: 09:00-00:00
שבת: 09:00-00:00","אבשלום גיסין 17, קניון גיסין",www.pancake.co.il,,N,,Y,מסעדה,פתח תקווה,מרכז,N,32.098160,34.881440
AMOR,עולם של קוקטיילים,בר-פאב,"א-ה: 
שישי: 
שבת: ",החרש 6,www.amorcocktail.com,058-6472232,Y,,N,יקבים ומבשלות בירה,פתח תקווה,מרכז,N,32.094790,34.852530
נג'מה,,ים תיכוני,"א-ה: 12:00-00:00
שישי: 12:00-00:00
שבת: 12:00-00:00",עליה שניה 96,www.najma.co.il,04-6161606,N,,Y,מסעדה,חיפה,צפון,N,32.831630,34.970440
קפה גרג,בית קפה מסעדה,"איטלקי,כריכים-סלטים","א-ה: 08:00-22:00
שישי: 08:00-22:00
שבת: 08:00-22:00",מתחם SEVEN דרך יפו 7,,09-8858613,N,,Y,בית קפה,טירה,צפון,N,32.200990,34.945120
טרואר,חנות ובר יין,בר-פאב,"א-ה: 12:00-23:00
שישי: 10:00-16:00
שבת: 17:00-23:00",הנמל 35,,077-3503585,N,,Y,מסעדה,חיפה,צפון,N,32.819280,35.000280
קפטן הוק,מסעדת דגים,דגים,"א-ה: 11:00-00:00
שישי: 11:00-00:00
שבת: 11:00-00:00",עמיעד 13,captainhook.co.il,03-6445440,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.053530,34.756190
קפה קפה,בית קפה בשרי,"איטלקי,בית קפה,בשרים,כריכים-סלטים","א-ה: 07:00-23:00
שישי: 07:00-23:00
שבת: 07:00-23:00",היכל פיס לתרבות רהט,,08-9163333,N,,Y,בית קפה,רהט,דרום,N,31.380780,34.762590
פרש קיטשן,מסעדת בריאות,"איטלקי,סושי-אסייאתי","א-ה: 09:00-22:22:30
שישי: 09:00-23:00
שבת: 09:00-23:00","קניון איילון, אבא הלל סילבר 131",,03-5054025,N,,Y,מסעדה,רמת גן,מרכז,N,32.100610,34.826550
פרד דיינר,דיינר,בשרים,"א-ה: 11:00-23:00
שישי: סגור
שבת: חצי שעה מצאת שבת-23:30",העבודה 11,,03-9149191,N,"בד""צ בית יוסף",Y,מסעדה,ראש העין,מרכז,N,32.10665,34.941243
וופל בר,וופל בלגי וקינוחים,"בית קפה,דגים,כריכים-סלטים,מתוקים-קינוחים","א-ה: 11:00-20:00
שישי: סגור
שבת: חצי שעה מצאת שבת-23:30",העבודה 14,,055-5557538,N,"בד""צ בית יוסף",Y,"גלידריה, מתוקים וקינוחים",ראש העין,מרכז,N,32.10665,34.941036999999994
הסושייה,אסייתי,סושי-אסייאתי,"א-ה: 12:00-23:00
שישי: 12:00-עד שעה לפני שבת
שבת: חצי שעה אחרי צאת שבת-23:00",החרושת 2,,04-6611472,Y,,Y,מסעדה,עכו,צפון,N,32.923160,35.081290
פריסטייל,מסעדת פריסטייל,"בשרים,כריכים-סלטים","א-ה: 12:00-21:00
שישי: סגור
שבת: סגור",שד תל חי 63,,052-7078893,Y,,Y,מסעדה,אשדוד,דרום,N,31.857850,34.836850
מינה טומיי,אסייאתי,סושי-אסייאתי,"א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",מתחם אלונית פאשן,,2750*,N,,Y,מסעדה,עין שמר,צפון,N,32.465850,34.991820
קפה גרג,בית קפה,"איטלקי,בית קפה,חלבי","א-ה: 09:00-22:00
שישי: 09:00-15:00
שבת: שעה מצאת השבת-23:00",מצדה 7,,054-9377766,N,כשר,Y,בית קפה,בני ברק,מרכז,N,32.093860,34.824590
אלפי,"מסעדת בשרים, המבורגרים, קינוחים ","בשרים,מתוקים-קינוחים","א-ה: שני עד חמישי: 18:00- 1:00
שישי: 13:00 - 1:00
שבת: 13:00 - 1:00",פרישמן 22,,054-7112838,N,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.079770,34.770630
פיקולו ,מסעדת בשרים,בשרים,"א-ה: 13:00-1:00
שישי: סגור
שבת: מצאת השבת - 13:00","מרכז התיירות החדש, אילת",,08-9519539,N,כן,N,מסעדה,אילת,אילת,N,29.551170,34.952400
ביירן מרקט ,bayern-market.com/,"בשרים,צמחוני-טבעוני","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",המחקר 3,bayern-market.com/,052-8877544,N,,Y,מסעדה,נתניה,שרון,N,32.289340,34.860500
Mixta Cocktails,מארזי קוקטיילים במשלוח,"בר-פאב,מתוקים-קינוחים","א-ה: 
שישי: 
שבת: ","המסגר 4 רעננה, קומה 1",https://www.mixtacocktails.com/,073-7770002,Y,,N,יקבים ומבשלות בירה,רעננה,שרון,N,32.195730,34.882160
JAPAN JAPAN,מסעדה אסייאתית,סושי-אסייאתי,"א-ה: 11:00-23:00
שישי: 11:00-15:00
שבת: שעה מצאת שבת-00:00",העצמאות 63,www.japan-japan.co.il,3304*,N,"כשר למהדרין -בד""ץ",Y,מסעדה,פתח תקווה,מרכז,N,32.074900,34.870970
הני הני,פרייד צ'יקן,בשרים,"א-ה: 11:00-23:00
שישי: 11:00-23:00
שבת: 11:00-23:00","כפר מסעדה, רמת הגולן",,058-6610777,N,,N,מסעדה,מסעדה,צפון,N,33.236540,35.757110
אחוקי-טוסט נקניק,טוסט נקניק,בשרים,"א-ה: 12:00-22:00
שישי: סגור
שבת: 21:00-23:00",בן גוריון 1,,04-6444522,N,כשר,Y,מסעדה,מעלות-תרשיחא,צפון,N,33.012080,35.284860
קפה מנדרין,בית קפה על החוף,בית קפה,"א-ה: 08:30-24:00
שישי: 08:30-24:00
שבת: 08:30-24:00",דוד אלעזר 10 חוף מרידיאן,,073-7537150,N,,Y,בית קפה,חיפה,צפון,N,32.805550,34.956760
שוקולוקו,שוקולד בעבודת יד,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",חנות אינטרנטית,chocoloco.co.il,,Y,,N,"גלידריה, מתוקים וקינוחים",תל אביב - יפו,מרכז,N,32.080220,34.772870
קפה מנדרין,בית קפה,חלבי,"א-ה: 09:00-21:00
שישי: 09:00-15:00
שבת: שעה מצאת שבת - 23:00",קניון עזריאלי משה פלימן 4,,04-8551880,N,כשר,Y,בית קפה,חיפה,צפון,N,32.789870,34.965680
קפה גרג ,בית קפה,"איטלקי,בית קפה,חלבי","א-ה: 09:00-21:00
שישי: 09:00-14:00
שבת: סגור",עתיר ידע 3 - אושילנד,,09-7888611,N,כשר,Y,בית קפה,כפר סבא,שרון,N,32.165620,34.928590
בירבזאר,מבשלת בירה קראפט ישראלית,בר-פאב,"א-ה: 
שישי: 
שבת: ",חנות אינטרנטית,beerbazaar.co.il,,Y,,N,יקבים ומבשלות בירה,תל אביב - יפו,מרכז,N,32.085890,34.782830
איטליאנו דלי קפה,"ארוחות בוקר, בראנצ' ותפריט איטלקי","איטלקי,דגים,ים תיכוני,צמחוני-טבעוני","א-ה: 09:30-23:00
שישי: 09:30-23:00
שבת: 09:30-23:00","מרכז פנורמה, שד הנשיא 109",,04-6601011,Y,,Y,מסעדה,חיפה,צפון,N,32.806410,34.987400
גרג קיטשן ,בית קפה מסעדה,"איטלקי,בית קפה,בשרים,מתוקים-קינוחים","א-ה: 09:00-21:00
שישי: 8:00-16:00
שבת: סגור","מעלה כמון 5, קניון חוצות",,04-8578475,N,,Y,בית קפה,כרמיאל,צפון,N,32.928170,35.326130
פיצה סנטרל,פיצריה,איטלקי,"א-ה: 11:00-23:00
שישי: 11:00-15:30
שבת: 20:30-23:00",הרוקמים 26,,03-6009666,N,כשר,Y,מסעדה,חולון,מרכז,N,32.007830,34.801080
פרוטאין בר,תוספי תזונה לספורט ,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",הסיבים 10 חנות אינטרנטית,protein-bar.co.il,054-7365353,Y,,N,מארזים במשלוח,פתח תקווה,מרכז,N,32.089820,34.856830
אמירי,ביסטרו כשר,"בשרים,דגים,ים תיכוני,כריכים-סלטים,מתוקים-קינוחים","א-ה: 12:00-22:00
שישי: 
שבת: ",צבי נחל 2 עמק חפר,,04-6551050,N,כשר,Y,מסעדה,חדרה,שרון,N,32.405040,34.896850
אווזי,"בשרים, שיפודים, סלטים",בשרים,"א-ה: 12:00-23:00
שישי: 12:00-14:30
שבת: ",אצל 54,,03-6879918,N,כשר,Y,מסעדה,תל אביב - יפו,מרכז,N,32.050120,34.792080
גסנוב פלוס,מסעדת שף,"בשרים,דגים","א-ה: 12:00-22:00
שישי: 12:00-22:00
שבת: 12:00-22:00",דרך עכו 192,,04-8384555,N,,N,מסעדה,קריית ביאליק,צפון,N,32.845560,35.091940
גסנוב אקספרס,מסעדה בניחוח תורכי,"בשרים,דגים,ים תיכוני","א-ה: 11:00-17:00
שישי: 
שבת: ",שדרות ההסתדרות 72,,04-8384555,N,,N,מסעדה,חיפה,צפון,N,32.793570,35.039910
NIGHT COOKIE,עוגיות לילה,מתוקים-קינוחים,"א-ה: 10:30-02:00
שישי: 16:00-02:00
שבת: 16:00-02:00",קרליבך 23,,074-7031853,N,,Y,"גלידריה, מתוקים וקינוחים",תל אביב - יפו,מרכז,N,32.068850,34.782930
NIGHT COOKIE,עוגיות לילה,מתוקים-קינוחים,"א-ה: 17:00-00:00
שישי: 17:00-01:00
שבת: 17:00-01:00",סוקולוב 36,,074-7031853,N,,Y,"גלידריה, מתוקים וקינוחים",רמת השרון,שרון,N,32.142400,34.837300
NIGHT COOKIE,עוגיות לילה,מתוקים-קינוחים,"א-ה: 16:30-01:00
שישי: 
שבת: שעה מצאת שבת-00:00",אודם 11,,03-7290388,N,כשר,Y,"גלידריה, מתוקים וקינוחים",פתח תקווה,מרכז,N,32.089580,34.857740
ג'ויה,מסעדה איטלקית,איטלקי,"א-ה: 17:00-23:00
שישי: 17:00-23:00
שבת: 17:00-23:00",מתיתיהו הכהן 1,,077-9386304,N,,Y,מסעדה,מודיעין-מכבים-רעות,ירושלים,N,31.903610,35.005480
MANCHEGO,בר מסעדה ומעדניה כשרה,איטלקי,"א-ה: 08:00-00:00
שישי: 08:00-16:00
שבת: ",נמל קיסריה,,053-9366451,N,כשר,Y,מעדניה,קיסריה,צפון,N,32.504409,34.891130
בורגר לג'נדס,מסעדת המבורגרין כשרה,בשרים,"א-ה: 11:00-23:30
שישי: 
שבת: 21:00-23:30",הגיבורים 63,,052-6126229,N,כשר,Y,מסעדה,חדרה,צפון,N,32.437210,34.922790
BLEND,חנות משקאות אונליין,מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ",אחד העם 20 - משרדים בלבד,blend.co.il,,Y,,N,יקבים ומבשלות בירה,תל אביב - יפו,מרכז,N,32.063800,34.769990
גלידריית מולי,גלידות קינוחים ומתוקים ללא עסקיות,מתוקים-קינוחים,"א-ה: 10:00-02:00
שישי: 08:00-חצי שעה לפני כניסת שבת
שבת: צאת שבת - 02:00",הקליטה 1,,050-3106262,N,כשר,Y,"גלידריה, מתוקים וקינוחים",אשדוד,דרום,N,31.788070,34.642430
king kong,דיינר אסייתי עם מבטא אמריקאי,צמחוני-טבעוני,"א-ה: 12:00-00:00
שישי: 12:00-00:00
שבת: 12:00-00:00",חורב 15,,3089*,N,,Y,מסעדה,חיפה,צפון,N,32.785010,34.987270
וניליה סופט,גלידרייה,מתוקים-קינוחים,"א-ה: 11:00-21:30
שישי: 10:00-14:00
שבת: שעה מצאת שבת-22:30","קניון אייליון, אבא הלל 301",,,N,,Y,"גלידריה, מתוקים וקינוחים",רמת גן,מרכז,N,32.100630,34.826610
גרג קיטשן ,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 09:00-23:00
שישי: 09:00-13:30
שבת: 18:30-23:00","אייס מול, קאפמן 8",,08-6525255,N,בדצ בית יוסף,Y,בית קפה,אילת,אילת,N,29.554280,34.965530
גרעיני עפולה,"גרעינים, תבלינים, דגנים ועוד",מתוקים-קינוחים,"א-ה: 
שישי: 
שבת: ","מתלם פרץ סנטר, הפלדה 8",,08-6811130,N,"בד""צ בית יוסף",Y,תבלינים ופיצוחים,שדרות,דרום,N,31.520930,34.593910
וניליה ,גלידרייה וקינוחים ,מתוקים-קינוחים,"א-ה: 10:00-22:00
שישי: 10:00-22:00
שבת: 10:00-22:00",סשה ארגוב 23,www.vaniglia.co.il,09-7661680,N,,Y,"גלידריה, מתוקים וקינוחים",רעננה,שרון,N,32.193303,34.865628
ג'ויה ,מסעדה איטלקית ,"איטלקי,בית קפה,חלבי","א-ה: 12:00-23:00
שישי: 12:00-23:30
שבת: 12:00-23:30",אבשלום גיסין 15,joya.co.il/,077-9386459,N,,Y,מסעדה,פתח תקווה,מרכז,N,32.097901,34.882196
VIVINO,מסעדה איטלקית ,"איטלקי,בית קפה,דגים,חלבי","א-ה: 12:00-22:30
שישי: 12:00-00:00
שבת: 12:00-00:00",מתחם מסחרי מול זכרון,www.vivino.co.il/franchises,04-8283000,N,,Y,מסעדה,זכרון יעקב,צפון,N,32.569131,34.933342
משק מלר ,אתר סחר לפירות וירקות ,צמחוני-טבעוני,"א-ה: 10:00-19:00
שישי: 
שבת: ",מושב נעמה,meshekmeller.co.il,054-4275501,Y,,Y,משק חקלאי,"נעמ""ה",ירושלים,N,31.907453,35.467725
SAMURAYO,מסעדה אסייתית ,"סושי-אסייאתי,דגים,צמחוני-טבעוני","א-ה: א'-ד' 11:00-23:00 ה' 11:00-00:00
שישי: 11:00-14:30
שבת: 18:30-00:00",הנשיא ויצמן 25,www.samurayo.co.il,04-6593322,N,,Y,מסעדה,עפולה,צפון,N,32.610789,35.288108
CHIVITO,מטבח דרום אמריקאי,"בשרים,טאפסים,מקסיקני,צמחוני-טבעוני","א-ה: 11:00-22:00
שישי: 11:00-22:00
שבת: 15:30-22:00",שער פלמר 2,chivitoisrael.co.il,04-6220032,N,,N,מסעדה,חיפה,צפון,N,32.820053,35.000094
Soft Cookies,דוכן עוגיות טריות וחמות במגוון טעמים,"מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 10:00-21:00
שישי: 10:00-14:30
שבת: 10:00-21:00",שד' שבעת הכוכבים 8,,09-7734483,N,,Y,"גלידריה, מתוקים וקינוחים",הרצליה,שרון,N,32.164916,34.823953
choose-your-cookies,חנות עוגיות מושחתות,"מתוקים-קינוחים,צמחוני-טבעוני,ללא גלוטן","א-ה: 
שישי: 
שבת: ",דיזנגוף 138,choose-your-cookies.com,03-6780886,Y,,Y,מאפיה וקונדיטוריה,תל אביב - יפו,מרכז,N,32.082172,34.773945
